station_id,city,station_name,latitude,longitude,slots,empty_slots,free_bikes,station_location
888212c5d33ceed5acbab77b4e544689,Bike Share Toronto,Richmond St E / Yonge St,43.651838,-79.378743,17,8,9,"43.651838, -79.378743"
a0f722fb6a0db164e9f07ae1f0cad178,Bike Share Toronto,High Park Amphitheatre,43.645653,-79.464366,23,18,3,"43.645653, -79.464366"
189995604737e19f1b76cd3a3ff3aff9,Bike Share Toronto,Queen's Park Cres W / Hoskin Ave,43.665221,-79.394009,23,8,14,"43.665221, -79.394009"
fe268f3f2f439d0016dc46605491078e,Bike Share Toronto,Pottery Rd / Lower Don River Trail,43.688148,-79.362101,15,4,11,"43.688148, -79.362101"
70ad303e74f93aa2bfaea256b9b09753,Bike Share Toronto,Bleecker St / St James Ave,43.669232,-79.374495,23,11,12,"43.669232, -79.374495"
a7cdbedefded6e117505bde22c24ef84,Bike Share Toronto,Western Battery Rd / Pirandello St,43.640075,-79.414156,31,21,10,"43.640075, -79.414156"
fbcb8f44813b5f7eba282691176d9249,Bike Share Toronto,Carlaw Ave / Danforth Ave,43.678285,-79.347346,15,8,6,"43.678285, -79.347346"
280ce4cfc4b101f3a8a08843e4a258d6,Bike Share Toronto,Cosburn Ave / Cedarvale Ave,43.697139,-79.31469,15,11,4,"43.697139, -79.314690"
9d4f1f5d63ed3e297fc737908616f617,Bike Share Toronto,Goodwood Park Ct / Dentonia Park,43.694826,-79.295208,19,11,8,"43.694826, -79.295208"
0729b25bcf663b7a2278f01d63b50fcf,Bike Share Toronto,Eastwood Rd / Coxwell Ave,43.673118,-79.318651,19,4,15,"43.673118, -79.318651"
27e30ff4939a3992db39e99af9dfe172,Bike Share Toronto,Trent Ave / Danforth Ave,43.689293,-79.295895,23,19,3,"43.689293, -79.295895"
675628c054189e3bce23785d6574a24d,Bike Share Toronto,Orchard Park,43.66908,-79.3149,19,9,10,"43.669080, -79.314900"
